"entrezgene","external_gene_name","gene_biotype","description"
84894,"LINGO1","protein_coding","leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]"
85027,"SMIM3","protein_coding","small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]"
8506,"CNTNAP1","protein_coding","contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]"
85442,"KNDC1","protein_coding","kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]"
85449,"KIAA1755","protein_coding","KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372]"
8572,"PDLIM4","protein_coding","PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]"
8692,"HYAL2","protein_coding","hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]"
8817,"FGF18","protein_coding","fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]"
9049,"AIP","protein_coding","aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]"
90529,"STPG1","protein_coding","sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]"
9148,"NEURL1","protein_coding","neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]"
9263,"STK17A","protein_coding","serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]"
93058,"COQ10A","protein_coding","coenzyme Q10A [Source:HGNC Symbol;Acc:HGNC:26515]"
9389,"SLC22A14","protein_coding","solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]"
94,"ACVRL1","protein_coding","activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]"
94122,"SYTL5","protein_coding","synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]"
9426,"CDY2A","protein_coding","chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810]"
9436,"NCR2","protein_coding","natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:HGNC:6732]"
9578,"CDC42BPB","protein_coding","CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]"
9605,"VPS9D1","protein_coding","VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]"
9673,"SLC25A44","protein_coding","solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]"
9684,"LRRC14","protein_coding","leucine rich repeat containing 14 [Source:HGNC Symbol;Acc:HGNC:20419]"
100049587,"SIGLEC14","protein_coding","sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]"
1004,"CDH6","protein_coding","cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]"
100499483,"CCDC180","protein_coding","coiled-coil domain containing 180 [Source:HGNC Symbol;Acc:HGNC:29303]"
100506012,"PPP5D1","protein_coding","PPP5 tetratricopeptide repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:44209]"
10061,"ABCF2","protein_coding","ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]"
10231,"RCAN2","protein_coding","regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041]"
10297,"APC2","protein_coding","APC2, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:24036]"
10419,"PRMT5","protein_coding","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]"
10446,"LRRN2","protein_coding","leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]"
10450,"PPIE","protein_coding","peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]"
10467,"ZNHIT1","protein_coding","zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]"
10519,"CIB1","protein_coding","calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]"
10817,"FRS3","protein_coding","fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]"
10841,"FTCD","protein_coding","formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]"
10900,"RUNDC3A","protein_coding","RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]"
11030,"RBPMS","protein_coding","RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]"
11237,"RNF24","protein_coding","ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]"
112609,"MRAP2","protein_coding","melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]"
11336,"EXOC3","protein_coding","exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]"
1163,"CKS1B","protein_coding","CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]"
124995,"MRPL10","protein_coding","mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]"
125170,"MIEF2","protein_coding","mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]"
128061,"C1orf131","protein_coding","chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]"
128611,"ZNF831","protein_coding","zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]"
1293,"COL6A3","protein_coding","collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]"
129530,"LYG1","protein_coding","lysozyme g1 [Source:HGNC Symbol;Acc:HGNC:27014]"
131177,"FAM3D","protein_coding","family with sequence similarity 3 member D [Source:HGNC Symbol;Acc:HGNC:18665]"
131669,"UROC1","protein_coding","urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]"
132014,"IL17RE","protein_coding","interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]"
140683,"BPIFA2","protein_coding","BPI fold containing family A member 2 [Source:HGNC Symbol;Acc:HGNC:16203]"
143458,"LDLRAD3","protein_coding","low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]"
148229,"ATP8B3","protein_coding","ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]"
148738,"HJV","protein_coding","hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]"
158067,"AK8","protein_coding","adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]"
1616,"DAXX","protein_coding","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]"
1616,"DAXX","processed_transcript","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]"
162282,"ANKFN1","protein_coding","ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766]"
164684,"WBP2NL","protein_coding","WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]"
1813,"DRD2","protein_coding","dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]"
1942,"EFNA1","protein_coding","ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]"
196403,"DTX3","protein_coding","deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]"
1973,"EIF4A1","protein_coding","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]"
199745,"THAP8","protein_coding","THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191]"
2037,"EPB41L2","protein_coding","erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]"
2125,"EVPL","protein_coding","envoplakin [Source:HGNC Symbol;Acc:HGNC:3503]"
221303,"FAM162B","protein_coding","family with sequence similarity 162 member B [Source:HGNC Symbol;Acc:HGNC:21549]"
22899,"ARHGEF15","protein_coding","Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590]"
23568,"ARL2BP","protein_coding","ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]"
23632,"CA14","protein_coding","carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]"
25771,"TBC1D22A","protein_coding","TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]"
26100,"WIPI2","protein_coding","WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]"
26683,"OR4F3","protein_coding","olfactory receptor family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:8300]"
2707,"GJB3","protein_coding","gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]"
27124,"INPP5J","protein_coding","inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]"
27232,"GNMT","protein_coding","glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]"
27255,"CNTN6","protein_coding","contactin 6 [Source:HGNC Symbol;Acc:HGNC:2176]"
2784,"GNB3","protein_coding","G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]"
2821,"GPI","protein_coding","glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]"
283130,"SLC25A45","protein_coding","solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442]"
284307,"ZIK1","protein_coding","zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]"
284434,"NWD1","protein_coding","NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27619]"
285641,"SLC36A3","protein_coding","solute carrier family 36 member 3 [Source:HGNC Symbol;Acc:HGNC:19659]"
2857,"GPR34","protein_coding","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]"
28991,"COMMD5","protein_coding","COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]"
2948,"GSTM4","protein_coding","glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]"
29775,"CARD10","protein_coding","caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]"
29850,"TRPM5","protein_coding","transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323]"
326,"AIRE","protein_coding","autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]"
339456,"TMEM52","protein_coding","transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]"
347862,"GATD1","protein_coding","glutamine amidotransferase like class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]"
3594,"IL12RB1","protein_coding","interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]"
3640,"INSL3","protein_coding","insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]"
374387,"DKFZp779M0652","lincRNA","uncharacterized DKFZp779M0652 [Source:NCBI gene;Acc:374387]"
3767,"KCNJ11","protein_coding","potassium voltage-gated channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]"
378108,"TRIM74","protein_coding","tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]"
378108,"STAG3L3","transcribed_unprocessed_pseudogene","stromal antigen 3-like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33845]"
388633,"LDLRAD1","protein_coding","low density lipoprotein receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32069]"
388730,"TMEM81","protein_coding","transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]"
399909,"PCNX3","protein_coding","pecanex 3 [Source:HGNC Symbol;Acc:HGNC:18760]"
400961,"PAIP2B","protein_coding","poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]"
401262,"CRIP3","protein_coding","cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]"
402778,"IFITM10","protein_coding","interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]"
4259,"MGST3","protein_coding","microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]"
433,"ASGR2","protein_coding","asialoglycoprotein receptor 2 [Source:HGNC Symbol;Acc:HGNC:743]"
4439,"MSH5","protein_coding","mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]"
4861,"NPAS1","protein_coding","neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]"
4976,"OPA1","protein_coding","OPA1, mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]"
51184,"GPN3","protein_coding","GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]"
51226,"COPZ2","protein_coding","coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
51246,"SHISA5","protein_coding","shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]"
51333,"ZNF771","protein_coding","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]"
51364,"ZMYND10","protein_coding","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]"
51513,"ETV7","protein_coding","ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]"
51534,"VTA1","protein_coding","vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]"
5211,"PFKL","protein_coding","phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
5338,"PLD2","protein_coding","phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]"
5345,"SERPINF2","protein_coding","serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]"
540,"ATP7B","protein_coding","ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]"
5434,"POLR2E","protein_coding","RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]"
5443,"POMC","protein_coding","proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]"
54477,"PLEKHA5","protein_coding","pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]"
54854,"FAM83E","protein_coding","family with sequence similarity 83 member E [Source:HGNC Symbol;Acc:HGNC:25972]"
54866,"PPP1R14D","protein_coding","protein phosphatase 1 regulatory inhibitor subunit 14D [Source:HGNC Symbol;Acc:HGNC:14953]"
54972,"TMEM132A","protein_coding","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
55280,"CWF19L1","protein_coding","CWF19 like cell cycle control factor 1 [Source:HGNC Symbol;Acc:HGNC:25613]"
55702,"YJU2","protein_coding","YJU2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:25518]"
56925,"LXN","protein_coding","latexin [Source:HGNC Symbol;Acc:HGNC:13347]"
57002,"YAE1","protein_coding","YAE1, ABCE1 maturation factor [Source:HGNC Symbol;Acc:HGNC:24857]"
57521,"RPTOR","protein_coding","regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]"
57536,"KIAA1328","protein_coding","KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]"
57539,"WDR35","protein_coding","WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]"
5763,"PTMS","protein_coding","parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]"
58190,"CTDSP1","protein_coding","CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]"
58473,"PLEKHB1","protein_coding","pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]"
60312,"AFAP1","protein_coding","actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]"
6331,"SCN5A","protein_coding","sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]"
6341,"SCO1","protein_coding","SCO1, cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:HGNC:10603]"
64097,"EPB41L4A","protein_coding","erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]"
643596,"RNF224","protein_coding","ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912]"
647087,"STMP1","protein_coding","short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]"
64753,"CCDC136","protein_coding","coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]"
64925,"CCDC71","protein_coding","coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]"
64949,"MRPS26","protein_coding","mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]"
654463,"FER1L6","protein_coding","fer-1 like family member 6 [Source:HGNC Symbol;Acc:HGNC:28065]"
65979,"PHACTR4","protein_coding","phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793]"
670,"BPHL","protein_coding","biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]"
6710,"SPTB","protein_coding","spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
6821,"SUOX","protein_coding","sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]"
7045,"TGFBI","protein_coding","transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]"
7101,"NR2E1","protein_coding","nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]"
7165,"TPD52L2","protein_coding","TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]"
7166,"TPH1","protein_coding","tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008]"
728661,"SLC35E2B","protein_coding","solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]"
7297,"TYK2","protein_coding","tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]"
733,"C8G","protein_coding","complement C8 gamma chain [Source:HGNC Symbol;Acc:HGNC:1354]"
7621,"ZNF70","protein_coding","zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]"
7805,"LAPTM5","protein_coding","lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]"
7841,"MOGS","protein_coding","mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]"
79098,"C1orf116","protein_coding","chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]"
79156,"PLEKHF1","protein_coding","pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]"
7936,"NELFE","protein_coding","negative elongation factor complex member E [Source:HGNC Symbol;Acc:HGNC:13974]"
79707,"NOL9","protein_coding","nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]"
79825,"EFCC1","protein_coding","EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]"
79865,"TREML2","protein_coding","triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]"
80003,"PCNX2","protein_coding","pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]"
81578,"COL21A1","protein_coding","collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]"
8295,"TRRAP","protein_coding","transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]"
83463,"MXD3","protein_coding","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]"
84164,"ASCC2","protein_coding","activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]"
84288,"EFCAB2","protein_coding","EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:HGNC:28166]"
84335,"AKT1S1","protein_coding","AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]"
8454,"CUL1","protein_coding","cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]"
84900,"RNFT2","protein_coding","ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]"
8875,"VNN2","protein_coding","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]"
8938,"BAIAP3","protein_coding","BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]"
90060,"CCDC120","protein_coding","coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]"
9340,"GLP2R","protein_coding","glucagon like peptide 2 receptor [Source:HGNC Symbol;Acc:HGNC:4325]"
9351,"SLC9A3R2","protein_coding","SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]"
9362,"CPNE6","protein_coding","copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]"
9381,"OTOF","protein_coding","otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]"
94015,"TTYH2","protein_coding","tweety family member 2 [Source:HGNC Symbol;Acc:HGNC:13877]"
94239,"H2AFV","protein_coding","H2A histone family member V [Source:HGNC Symbol;Acc:HGNC:20664]"
9447,"AIM2","protein_coding","absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]"
9556,"ATP5MPL","protein_coding","ATP synthase membrane subunit 6.8PL [Source:HGNC Symbol;Acc:HGNC:1188]"
967,"CD63","protein_coding","CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]"
9718,"ECE2","protein_coding","endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]"
9731,"CEP104","protein_coding","centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]"
9738,"CCP110","protein_coding","centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]"
100132707,"PAXIP1-AS2","antisense","PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]"
100507410,"C1QTNF1-AS1","antisense","C1QTNF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44351]"
100507436,"MICA","protein_coding","MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]"
100885848,"PTGES3L","protein_coding","prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]"
10125,"RASGRP1","protein_coding","RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]"
10309,"CCNO","protein_coding","cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]"
10367,"MICU1","protein_coding","mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530]"
10403,"NDC80","protein_coding","NDC80, kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]"
1044,"CDX1","protein_coding","caudal type homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1805]"
10459,"MAD2L2","protein_coding","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]"
10491,"CRTAP","protein_coding","cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]"
10513,"APPBP2","protein_coding","amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]"
